# Selection type : patch inlet
# Faces  :    30
# Area   :    2.540000e-05
# Time        	areaAverage(p)	areaAverage(U)
0.162         	-4.977619e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16225       	-4.976689e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1625        	-4.977299e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16275       	-4.976608e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.163         	-4.976906e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16325       	-4.976517e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1635        	-4.976525e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16375       	-4.975665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.164         	-4.976352e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16425       	-4.975535e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1645        	-4.975991e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16475       	-4.975921e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.165         	-4.975698e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16525       	-4.975698e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1655        	-4.975310e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16575       	-4.976403e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.166         	-4.974792e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16625       	-4.975076e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1665        	-4.974537e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16675       	-4.973594e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.167         	-4.974833e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16725       	-4.974398e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1675        	-4.974184e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16775       	-4.974157e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.168         	-4.973719e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16825       	-4.973866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1685        	-4.973729e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16875       	-4.973587e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.169         	-4.973317e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16925       	-4.973251e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1695        	-4.973402e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.16975       	-4.972730e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17          	-4.972925e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17025       	-4.972682e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1705        	-4.972592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17075       	-4.972639e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.171         	-4.972548e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17125       	-4.972972e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1715        	-4.971853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17175       	-4.972963e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.172         	-4.971496e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17225       	-4.973154e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1725        	-4.970686e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17275       	-4.972914e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.173         	-4.970701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17325       	-4.971068e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1735        	-4.971179e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17375       	-4.971507e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.174         	-4.971366e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17425       	-4.972062e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1745        	-4.970293e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17475       	-4.971656e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.175         	-4.970176e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17525       	-4.970723e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1755        	-4.970233e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17575       	-4.970419e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.176         	-4.970127e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17625       	-4.970338e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1765        	-4.970993e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17675       	-4.970373e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.177         	-4.970273e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17725       	-4.970077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1775        	-4.970301e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17775       	-4.970888e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.178         	-4.970288e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17825       	-4.969230e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1785        	-4.969816e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17875       	-4.969694e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.179         	-4.969221e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17925       	-4.969389e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1795        	-4.970202e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.17975       	-4.969229e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18          	-4.968972e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18025       	-4.969593e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1805        	-4.969012e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18075       	-4.968990e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.181         	-4.969558e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18125       	-4.968374e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1815        	-4.969717e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18175       	-4.968592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.182         	-4.968947e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18225       	-4.967938e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1825        	-4.968436e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18275       	-4.967619e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.183         	-4.967851e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18325       	-4.968109e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1835        	-4.968128e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18375       	-4.967610e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.184         	-4.969813e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18425       	-4.966983e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1845        	-4.967663e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18475       	-4.967337e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.185         	-4.968095e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18525       	-4.967049e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1855        	-4.967877e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18575       	-4.966957e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.186         	-4.967327e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18625       	-4.969161e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1865        	-4.967952e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18675       	-4.966836e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.187         	-4.967558e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18725       	-4.967446e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1875        	-4.967217e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18775       	-4.974702e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.188         	-4.974625e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18825       	-4.963618e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1885        	-4.969792e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18875       	-4.974792e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.189         	-4.974591e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18925       	-4.974580e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1895        	-4.974605e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.18975       	-4.974633e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19          	-4.973904e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19025       	-4.974849e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1905        	-4.974431e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19075       	-4.974641e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.191         	-4.974482e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19125       	-4.974570e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1915        	-4.974631e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19175       	-4.974488e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.192         	-4.974443e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19225       	-4.974387e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1925        	-4.974421e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19275       	-4.974447e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.193         	-4.974357e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19325       	-4.974377e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1935        	-4.974268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19375       	-4.974268e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.194         	-4.974217e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19425       	-4.974205e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1945        	-4.974256e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19475       	-4.974194e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.195         	-4.974101e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19525       	-4.974027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1955        	-4.974051e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19575       	-4.973947e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.196         	-4.973962e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19625       	-4.973893e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1965        	-4.973862e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19675       	-4.973809e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.197         	-4.973864e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19725       	-4.973826e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1975        	-4.973662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19775       	-4.973748e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.198         	-4.973608e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19825       	-4.973702e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1985        	-4.973544e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19875       	-4.973518e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.199         	-4.973430e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19925       	-4.973843e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.1995        	-4.973562e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.19975       	-4.973318e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2           	-4.973234e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20025       	-4.973250e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2005        	-4.973245e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20075       	-4.973199e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.201         	-4.973088e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20125       	-4.973080e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2015        	-4.973476e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20175       	-4.973039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.202         	-4.972928e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20225       	-4.972832e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2025        	-4.972856e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20275       	-4.973141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.203         	-4.972872e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20325       	-4.972684e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2035        	-4.972621e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20375       	-4.972583e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.204         	-4.972605e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20425       	-4.972485e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2045        	-4.972519e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20475       	-4.972459e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.205         	-4.972670e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20525       	-4.972008e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2055        	-4.972396e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20575       	-4.972452e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.206         	-4.972370e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20625       	-4.971963e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2065        	-4.972435e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20675       	-4.972073e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.207         	-4.971943e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20725       	-4.971891e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2075        	-4.971868e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20775       	-4.971737e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.208         	-4.972021e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20825       	-4.971806e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2085        	-4.971797e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20875       	-4.971791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.209         	-4.971400e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20925       	-4.971330e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2095        	-4.971716e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.20975       	-4.971396e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21          	-4.971473e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21025       	-4.971419e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2105        	-4.971141e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21075       	-4.970701e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.211         	-4.971158e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21125       	-4.970758e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2115        	-4.971221e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21175       	-4.970807e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.212         	-4.970775e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21225       	-4.970578e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2125        	-4.970959e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21275       	-4.970708e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.213         	-4.970496e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21325       	-4.970639e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2135        	-4.970301e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21375       	-4.970204e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.214         	-4.970456e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21425       	-4.970355e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2145        	-4.970115e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21475       	-4.970274e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.215         	-4.969941e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21525       	-4.969774e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2155        	-4.969876e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21575       	-4.970139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.216         	-4.969580e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21625       	-4.969951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2165        	-4.969517e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21675       	-4.969849e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.217         	-4.969297e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21725       	-4.969690e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2175        	-4.969139e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21775       	-4.969468e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.218         	-4.969208e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21825       	-4.968949e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2185        	-4.969044e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21875       	-4.969218e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.219         	-4.968846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21925       	-4.969133e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2195        	-4.968777e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.21975       	-4.968656e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22          	-4.968799e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22025       	-4.968763e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2205        	-4.968494e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22075       	-4.968610e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.221         	-4.968386e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22125       	-4.968644e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2215        	-4.968061e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22175       	-4.968661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.222         	-4.967811e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22225       	-4.968557e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2225        	-4.967744e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22275       	-4.967478e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.223         	-4.968116e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22325       	-4.967657e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2235        	-4.967801e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22375       	-4.967582e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.224         	-4.967900e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22425       	-4.967665e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2245        	-4.967661e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22475       	-4.967617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.225         	-4.967398e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22525       	-4.967606e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2255        	-4.967228e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22575       	-4.967392e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.226         	-4.967126e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22625       	-4.967354e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2265        	-4.967106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22675       	-4.967027e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.227         	-4.967183e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22725       	-4.967039e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2275        	-4.966617e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22775       	-4.966584e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.228         	-4.967142e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22825       	-4.966722e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2285        	-4.966916e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22875       	-4.966693e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.229         	-4.966778e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22925       	-4.966748e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2295        	-4.966339e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.22975       	-4.966858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23          	-4.966198e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23025       	-4.966177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2305        	-4.966738e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23075       	-4.966085e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.231         	-4.966726e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23125       	-4.965973e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2315        	-4.966438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23175       	-4.966105e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.232         	-4.966240e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23225       	-4.966292e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2325        	-4.966077e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23275       	-4.965713e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.233         	-4.965791e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23325       	-4.965738e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2335        	-4.966286e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23375       	-4.965866e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.234         	-4.966106e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23425       	-4.965958e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2345        	-4.965624e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23475       	-4.966058e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.235         	-4.965695e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23525       	-4.965800e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2355        	-4.965427e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23575       	-4.965501e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.236         	-4.965445e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23625       	-4.965900e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2365        	-4.965615e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23675       	-4.965662e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.237         	-4.965650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23725       	-4.965502e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2375        	-4.965601e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23775       	-4.965545e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.238         	-4.965469e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23825       	-4.965136e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2385        	-4.965479e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23875       	-4.965438e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.239         	-4.965397e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23925       	-4.965018e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2395        	-4.965113e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.23975       	-4.965589e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24          	-4.965176e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24025       	-4.965249e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2405        	-4.965103e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24075       	-4.965338e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.241         	-4.964970e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24125       	-4.964957e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2415        	-4.965380e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24175       	-4.965001e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.242         	-4.965164e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24225       	-4.965134e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2425        	-4.965089e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24275       	-4.964951e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.243         	-4.965177e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24325       	-4.964858e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2435        	-4.965048e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24375       	-4.964955e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.244         	-4.964941e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24425       	-4.965044e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2445        	-4.964650e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24475       	-4.964917e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.245         	-4.964846e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24525       	-4.964893e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2455        	-4.964853e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24575       	-4.964770e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.246         	-4.964592e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24625       	-4.964552e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.2465        	-4.964945e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24675       	-4.964688e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.247         	-4.964540e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
0.24725       	-4.964830e+00	(1.000000e+01 0.000000e+00 0.000000e+00)
